r_no	u_no	s_no	income	expense
36871	46	5760	1256	0
36872	30	14935	13913	0
36873	177	7244	6376	0
36874	96	7639	1352	0
36875	156	7915	1739	0
36876	109	7260	5410	0
36877	14	8214	23188	0
36878	116	6954	12077	0
36879	195	11969	30821	0
36880	25	378	9661	0
36881	1	1690	13913	0
36882	150	2710	1352	0
36883	144	6386	31884	0
36884	33	9973	16811	0
36885	139	7992	1642	0
36886	11	14242	5797	0
36887	85	9941	5217	0
36888	163	14032	0	39227
36889	75	9097	4830	0
36890	199	4276	772	0
36891	18	10252	0	14492
36892	33	2140	2512	0
36893	154	1671	17584	0
36894	167	1434	27632	0
36895	5	7965	10048	0
36896	57	8071	18840	0
36897	1	13895	12753	0
36898	35	15566	0	6763
36899	88	6995	2318	0
36900	102	14752	1739	0
36901	85	8781	10048	0
36902	139	7132	6956	0
36903	122	6010	2318	0
36904	175	2616	23381	0
36905	15	10287	25120	0
36906	139	5702	37874	0
36907	31	13163	5507	0
36908	119	9822	4347	0
36909	149	989	5797	0
36910	208	10332	17584	0
36911	189	13944	772	0
36912	152	15040	2705	0
36913	190	2020	2318	0
36914	167	589	0	5314
36915	33	10959	12173	0
36916	177	13466	26666	0
36917	82	4402	579	0
36918	186	11749	0	6763
36919	43	14160	483	0
36920	176	1970	5217	0
36921	122	1829	0	966
36922	41	6174	39227	0
36923	197	6426	0	7826
36924	158	12934	15942	0
36925	4	9250	10821	0
36926	208	1492	9565	0
36927	21	14902	28019	0
36928	173	11415	3478	0
36929	101	10076	25507	0
36930	61	4100	13140	0
36931	181	10196	8792	0
36932	91	2917	8695	0
36933	123	12294	12753	0
36934	208	2904	1739	0
36935	159	5448	8792	0
36936	138	13319	26376	0
36937	27	6043	1449	0
36938	114	14896	5410	0
36939	32	1322	0	1642
36940	168	11889	29758	0
36941	200	2625	19613	0
36942	178	14991	15942	0
36943	127	11680	28985	0
36944	152	2952	30434	0
36945	47	2594	96	0
36946	186	5908	7246	0
36947	25	5359	1545	0
36948	123	2902	5410	0
36949	131	7143	8695	0
36950	34	1451	20289	0
36951	200	307	33816	0
36952	195	2146	3864	0
36953	167	614	0	5797
36954	12	11814	3478	0
36955	99	7217	1159	0
36956	214	13174	6183	0
36957	196	659	2705	0
36958	40	4153	15652	0
36959	194	12440	18260	0
36960	22	1664	27053	0
36961	18	1393	15072	0
36962	126	7058	0	28888
36963	113	10924	22318	0
36964	115	742	17391	0
36965	101	1084	6376	0
36966	110	5644	22222	0
36967	111	6441	579	0
36968	139	11369	7342	0
36969	86	11602	869	0
36970	131	4685	21352	0
36971	171	13209	5024	0
36972	18	2372	17391	0
36973	17	8955	23188	0
36974	215	11214	4637	0
36975	48	9677	966	0
36976	174	11039	6183	0
36977	36	15037	5797	0
36978	129	3248	0	0
36979	79	3546	1932	0
36980	188	10934	3864	0
36981	48	14410	2898	0
36982	167	319	18937	0
36983	186	11468	0	15652
36984	72	11654	1932	0
36985	7	2363	0	15942
36986	203	2552	22415	0
36987	95	7241	14492	0
36988	20	11203	4347	0
36989	110	6527	7246	0
36990	145	7460	1352	0
36991	198	7304	5410	0
36992	53	3188	2028	0
36993	63	6335	579	0
36994	108	8679	22995	0
36995	38	9323	1449	0
36996	145	1692	0	1159
36997	191	3941	17391	0
36998	183	5233	0	7536
36999	50	9889	9661	0
37000	213	537	483	0
37001	168	4180	7729	0
37002	170	11434	4347	0
37003	214	11572	11594	0
37004	82	344	20869	0
37005	31	10919	10048	0
37006	49	2111	13526	0
37007	184	15530	10144	0
37008	9	3199	2028	0
37009	97	10360	2705	0
37010	173	13401	11304	0
37011	145	5321	20869	0
37012	56	7500	23188	0
37013	68	518	5797	0
37014	90	5456	43478	0
37015	4	13138	33913	0
37016	54	10248	869	0
37017	131	9677	8695	0
37018	113	14707	2125	0
37019	179	12064	4830	0
37020	113	6226	0	15555
37021	140	3497	1739	0
37022	161	14474	869	0
37023	80	2059	14492	0
37024	110	10136	0	13913
37025	179	12648	16231	0
37026	47	4620	14009	0
37027	77	15343	17004	0
37028	148	7944	23188	0
37029	76	3739	0	0
37030	205	1708	4251	0
37031	127	12373	18840	0
37032	101	12001	2512	0
37033	159	11211	5024	0
37034	183	3283	23864	0
37035	97	5633	0	0
37036	111	2138	33816	0
37037	124	14390	0	10144
37038	175	10720	0	14492
37039	88	9047	8502	0
37040	44	11674	15942	0
37041	37	13399	5797	0
37042	10	2956	0	0
37043	157	15525	7729	0
37044	74	4974	7826	0
37045	198	11596	37681	0
37046	93	9554	11304	0
37047	80	7756	5797	0
37048	210	12262	5410	0
37049	167	11384	10048	0
37050	198	8021	772	0
37051	143	8471	8502	0
37052	16	5131	22028	0
37053	104	10429	6956	0
37054	152	13110	24154	0
37055	141	5419	2512	0
37056	45	14666	15458	0
37057	97	5443	20869	0
37058	195	7129	8792	0
37059	97	4880	9178	0
37060	95	1349	6956	0
37061	13	7724	0	17391
37062	56	6230	5410	0
37063	150	14350	22415	0
37064	215	6898	25217	0
37065	188	5140	15072	0
37066	85	1512	32463	0
37067	169	2973	9275	0
37068	127	4679	3864	0
37069	135	9791	5410	0
37070	20	8582	5410	0
37071	97	7206	8695	0
37072	38	9278	17004	0
37073	12	14101	18067	0
37074	209	15404	4057	0
37075	72	6306	8115	0
37076	96	10120	0	8792
37077	57	9233	0	4251
37078	197	472	16231	0
37079	164	13526	4444	0
37080	179	240	4251	0
37081	123	13051	27632	0
37082	141	7270	15458	0
37083	186	3346	0	26086
37084	22	9010	966	0
37085	149	225	12753	0
37086	44	2232	21256	0
37087	194	1172	13526	0
37088	75	3586	579	0
37089	60	6302	12850	0
37090	118	504	8115	0
37091	209	10002	10821	0
37092	185	5469	5217	0
37093	172	10100	5410	0
37094	136	61	1739	0
37095	191	10607	23478	0
37096	115	10831	2512	0
37097	123	4910	28985	0
37098	23	6676	3768	0
37099	59	2895	2318	0
37100	133	8550	25507	0
37101	90	13207	2705	0
37102	94	1866	31884	0
37103	184	8692	9565	0
37104	103	5594	35169	0
37105	111	8672	6956	0
37106	8	1555	40579	0
37107	190	5525	8792	0
37108	103	7533	966	0
37109	130	10206	25120	0
37110	22	1546	11594	0
37111	183	10169	0	2318
37112	113	13508	0	2705
37113	169	9703	11594	0
37114	161	2946	7342	0
37115	194	6282	27053	0
37116	155	9920	9565	0
37117	209	6886	17391	0
37118	29	14084	2705	0
37119	100	15416	1932	0
37120	119	1878	8695	0
37121	63	4244	28019	0
37122	41	4148	4347	0
37123	117	2721	12173	0
37124	39	5532	3478	0
37125	137	12546	26086	0
37126	171	192	2318	0
37127	184	9514	1159	0
37128	36	7149	8115	0
37129	213	1765	5217	0
37130	174	7089	7826	0
37131	176	13089	17391	0
37132	108	13950	2898	0
37133	171	12375	1642	0
37134	167	8612	2898	0
37135	186	14785	7439	0
37136	36	8610	14009	0
37137	170	4618	26086	0
37138	176	2690	7826	0
37139	135	14745	4830	0
37140	40	4033	21739	0
37141	88	14698	9178	0
37142	7	5436	6280	0
37143	76	4018	6956	0
37144	191	14288	13526	0
37145	149	1010	23188	0
37146	52	13016	10434	0
37147	158	6864	2512	0
37148	9	6870	1159	0
37149	162	3679	10048	0
37150	196	1479	13913	0
37151	209	12792	0	1159
37152	35	2776	483	0
37153	32	2374	8792	0
37154	118	7826	3864	0
37155	91	11035	36521	0
37156	75	4242	11594	0
37157	46	4811	579	0
37158	217	9368	12560	0
37159	190	13103	14492	0
37160	49	4458	14492	0
37161	37	1541	6183	0
37162	182	686	13913	0
37163	186	8913	3188	0
37164	123	15434	6956	0
37165	159	9573	25700	0
37166	99	9593	0	17584
37167	55	14960	0	24637
37168	184	7884	26570	0
37169	137	6041	14685	0
37170	39	5669	0	23381
37171	126	6349	26086	0
37172	49	8613	22608	0
37173	56	14928	0	6086
37174	159	13761	17391	0
37175	45	11519	0	0
37176	46	5495	1159	0
37177	94	2649	14685	0
37178	96	10886	1932	0
37179	60	5788	772	0
37180	75	6376	25507	0
37181	169	34	2512	0
37182	175	3059	2415	0
37183	90	8221	28985	0
37184	62	6653	14492	0
37185	82	8826	5217	0
37186	161	8329	23188	0
37187	146	12831	5410	0
37188	27	9154	11690	0
37189	102	1338	21642	0
37190	100	7407	17584	0
37191	7	7032	2318	0
37192	216	8247	18260	0
37193	155	12890	0	2028
37194	80	9392	1449	0
37195	170	11006	6956	0
37196	113	1275	18260	0
37197	163	14287	2125	0
37198	207	5359	0	0
37199	47	9009	23381	0
37200	70	1452	6763	0
37201	137	10425	16231	0
37202	88	10192	0	3671
37203	118	4004	8695	0
37204	29	13882	2898	0
37205	37	13481	4057	0
37206	99	3754	13526	0
37207	6	4677	2512	0
37208	89	1547	15942	0
37209	212	11603	9565	0
37210	180	6168	1449	0
37211	140	14325	2415	0
37212	100	15344	1159	0
37213	178	13682	10628	0
37214	39	8359	289	0
37215	175	3530	0	19613
37216	36	2405	4637	0
37217	169	11515	19130	0
37218	131	13092	9275	0
37219	81	11776	14009	0
37220	191	2965	0	8502
37221	107	4754	7439	0
37222	56	5489	0	5797
37223	51	5910	9855	0
37224	16	2690	0	6280
37225	175	15123	25120	0
37226	171	11182	1545	0
37227	150	2530	6570	0
37228	110	8981	27053	0
37229	114	2298	1835	0
37230	103	8226	772	0
37231	98	13686	5410	0
37232	177	11134	18067	0
37233	159	12667	20096	0
37234	176	15194	4637	0
37235	186	5919	483	0
37236	79	2538	36231	0
37237	198	7817	2125	0
37238	92	2093	5217	0
37239	138	12190	0	8115
37240	199	10697	2801	0
37241	73	15434	8695	0
37242	41	15492	0	2608
37243	33	10262	0	4347
37244	55	15509	5410	0
37245	188	9778	9275	0
37246	52	6820	17004	0
37247	160	15357	0	0
37248	195	8727	5217	0
37249	69	12674	8502	0
37250	155	4285	3091	0
37251	196	4998	0	17391
37252	80	11396	6763	0
37253	207	568	4251	0
37254	204	3521	0	3381
37255	36	7482	386	0
37256	176	6422	2898	0
37257	44	3040	2512	0
37258	184	4276	20289	0
37259	111	9086	33623	0
37260	7	878	5024	0
37261	191	7990	17391	0
37262	101	7840	33623	0
37263	80	8933	34782	0
37264	91	3509	6763	0
37265	189	3912	2125	0
37266	180	13100	1835	0
37267	96	12632	3478	0
37268	22	9611	5797	0
37269	104	13557	8115	0
37270	68	473	14879	0
37271	184	8194	31304	0
37272	139	4374	5797	0
37273	172	11461	21256	0
37274	101	9132	2125	0
37275	35	1846	10434	0
37276	90	2992	25217	0
37277	49	11758	1256	0
37278	10	8847	1062	0
37279	140	9052	17391	0
37280	30	10640	6280	0
37281	131	9714	5410	0
37282	131	10758	15942	0
37283	7	2735	25507	0
37284	82	9954	3864	0
37285	139	6550	2125	0
37286	115	12837	10628	0
37287	162	3642	13913	0
37288	39	3926	966	0
37289	144	10907	10628	0
37290	6	7543	869	0
37291	98	6342	6086	0
37292	198	3061	11594	0
37293	185	11973	12560	0
37294	101	9068	17391	0
37295	18	9526	37681	0
37296	107	11030	31111	0
37297	134	1318	10048	0
37298	13	13996	0	2318
37299	143	807	8695	0
37300	57	13901	0	7536
37301	2	2530	1159	0
37302	203	6565	0	17584
37303	185	12750	1545	0
37304	191	11708	6086	0
37305	68	7975	2705	0
37306	115	6820	28985	0
37307	1	9760	11594	0
37308	98	12687	3864	0
37309	162	12276	2608	0
37310	105	6345	24154	0
37311	18	11002	2028	0
37312	20	13917	6666	0
37313	50	2797	18937	0
37314	65	2032	10628	0
37315	103	3191	0	20289
37316	25	8406	2415	0
37317	198	7594	0	21352
37318	122	11743	579	0
37319	119	2301	0	8792
37320	10	1810	27632	0
37321	69	3625	579	0
37322	139	15034	772	0
37323	42	9684	6183	0
37324	15	10601	14782	0
37325	87	15184	21642	0
37326	126	2194	10048	0
37327	143	6367	13043	0
37328	188	5578	21739	0
37329	23	4409	5217	0
37330	58	15150	0	1256
37331	166	6342	26570	0
37332	122	7643	7729	0
37333	173	9805	8695	0
37334	85	10883	1449	0
37335	68	10542	10821	0
37336	53	2940	18260	0
37337	83	8620	2512	0
37338	55	1832	16811	0
37339	101	8460	29758	0
37340	43	1817	22028	0
37341	79	15445	0	18840
37342	181	7942	1739	0
37343	36	14573	676	0
37344	156	10573	40579	0
37345	159	12122	5797	0
37346	212	3998	10434	0
37347	215	10573	4637	0
37348	207	9676	18550	0
37349	116	17	966	0
37350	141	2288	31400	0
37351	55	1255	28985	0
37352	74	15452	16231	0
37353	163	4436	29758	0
37354	122	3768	483	0
37355	214	7525	6956	0
37356	31	2895	11594	0
37357	190	4539	20000	0
37358	50	9938	25120	0
37359	209	4514	23478	0
37360	114	10194	8115	0
37361	117	13976	7246	0
37362	157	6194	12173	0
37363	5	5026	0	4251
37364	193	1654	7536	0
37365	26	4730	6376	0
37366	59	13181	33333	0
37367	100	1480	0	26376
37368	17	10987	13913	0
37369	81	12567	386	0
37370	30	1246	28985	0
37371	137	7209	7729	0
37372	79	868	3091	0
37373	49	3915	0	9275
37374	25	13196	34782	0
37375	211	11121	23864	0
37376	11	15154	26666	0
37377	117	788	32463	0
37378	81	11745	21739	0
37379	18	14663	8502	0
37380	4	12971	27826	0
37381	154	12566	15458	0
37382	40	7729	6763	0
37383	209	3339	3188	0
37384	212	1624	8695	0
37385	183	13908	26666	0
37386	199	13615	26570	0
37387	48	8247	11594	0
37388	40	12367	1739	0
37389	194	6034	28985	0
37390	124	15135	16231	0
37391	185	3105	4637	0
37392	13	6765	0	9661
37393	59	4811	18840	0
37394	180	10	2898	0
37395	112	6993	26086	0
37396	165	2727	25507	0
37397	59	13559	28985	0
37398	183	12780	14879	0
37399	14	9650	2318	0
37400	92	1686	8502	0
37401	182	9897	12560	0
37402	141	3310	6183	0
37403	6	4265	11111	0
37404	74	6614	11497	0
37405	134	10331	2512	0
37406	142	14020	7729	0
37407	61	1515	22415	0
37408	184	9810	9275	0
37409	133	5536	37681	0
37410	110	11968	0	9468
37411	35	13927	39227	0
37412	12	4581	27536	0
37413	40	14251	1642	0
37414	73	5950	28985	0
37415	148	13341	42028	0
37416	115	12190	19613	0
37417	181	2164	13526	0
37418	31	3557	20289	0
37419	182	8275	772	0
37420	151	14926	9661	0
37421	152	2408	579	0
37422	67	8676	18550	0
37423	21	13396	16231	0
37424	11	6269	0	0
37425	156	15177	10821	0
37426	156	6424	33623	0
37427	150	855	28695	0
37428	96	6671	18550	0
37429	194	5728	4251	0
37430	104	2505	42028	0
37431	66	14245	0	18260
37432	132	13124	1739	0
37433	78	2414	26570	0
37434	96	2899	21256	0
37435	195	7885	12173	0
37436	33	8244	11497	0
37437	137	12407	33623	0
37438	51	8407	1352	0
37439	26	9645	4057	0
37440	84	10764	2125	0
37441	76	4302	0	13043
37442	199	7962	3864	0
37443	38	67	21739	0
37444	44	7749	8115	0
37445	102	1694	8115	0
37446	29	4061	2898	0
37447	47	8094	1159	0
37448	87	6810	7439	0
37449	20	1813	1835	0
37450	217	11043	2415	0
37451	217	6178	18260	0
37452	54	1711	27053	0
37453	188	6127	17391	0
37454	78	6625	17391	0
37455	143	4286	3188	0
37456	1	7904	13913	0
37457	4	14823	5410	0
37458	173	10576	8115	0
37459	43	8335	9468	0
37460	15	14564	8405	0
37461	16	1703	13913	0
37462	25	1740	20000	0
37463	206	3526	0	4251
37464	44	1317	8115	0
37465	62	9000	27826	0
37466	185	8932	15652	0
37467	181	7376	25507	0
37468	18	10710	10821	0
37469	142	13166	3381	0
37470	108	11376	5410	0
37471	197	1149	869	0
37472	127	12800	11594	0
37473	27	1164	5024	0
37474	84	2669	11594	0
37475	176	1842	11594	0
37476	175	1828	35169	0
37477	115	11502	17391	0
37478	149	9459	7536	0
37479	99	12606	193	0
37480	41	13141	0	23188
37481	210	2084	12753	0
37482	155	385	2898	0
37483	87	14011	14492	0
37484	200	2845	20289	0
37485	145	10696	7826	0
37486	107	11438	15942	0
37487	93	102	386	0
37488	20	13717	4637	0
37489	40	8561	1739	0
37490	116	924	0	1545
37491	47	3508	22318	0
37492	29	13911	8695	0
37493	2	7062	8212	0
37494	204	374	3671	0
37495	131	5035	5024	0
37496	33	2035	772	0
37497	81	11540	4347	0
37498	99	7887	12753	0
37499	75	9910	17584	0
37500	78	11758	7536	0
37501	154	6504	15652	0
37502	198	6212	9661	0
37503	108	6060	31400	0
37504	166	1816	1642	0
37505	59	6700	5507	0
37506	39	2836	20289	0
37507	212	13521	7246	0
37508	186	4440	7246	0
37509	183	1966	0	2318
37510	93	915	18067	0
37511	204	9890	193	0
37512	179	12551	9565	0
37513	15	780	9468	0
37514	77	14229	0	23188
37515	136	14620	8695	0
37516	76	1944	36521	0
37517	95	6962	1159	0
37518	136	2216	22995	0
37519	67	12984	2125	0
37520	113	14911	2608	0
37521	60	13178	40579	0
37522	95	8034	16231	0
37523	55	10078	3478	0
37524	141	12091	27826	0
37525	20	8813	28019	0
37526	178	2279	5410	0
37527	99	3476	3864	0
37528	173	12725	7729	0
37529	30	12588	14492	0
37530	20	9500	1256	0
37531	205	14696	19323	0
37532	171	1711	6570	0
37533	37	5466	11497	0
37534	34	4058	21642	0
37535	44	13831	3188	0
37536	95	6997	18550	0
37537	160	2711	16231	0
37538	158	6384	3285	0
37539	60	15239	26086	0
37540	114	1193	22995	0
37541	42	4685	33816	0
37542	207	13027	1159	0
37543	159	2767	3381	0
37544	61	4609	0	14009
37545	51	13850	11594	0
37546	72	8457	21256	0
37547	110	3733	40579	0
37548	50	9849	21256	0
37549	3	15456	2318	0
37550	176	13749	2705	0
37551	132	3427	0	3864
37552	126	3253	6086	0
37553	215	11589	28985	0
37554	80	1807	25120	0
37555	68	13300	0	2028
37556	129	5530	7536	0
37557	71	9106	26086	0
37558	7	12109	20193	0
37559	98	2662	19130	0
37560	154	5204	0	966
37561	92	315	2222	0
37562	38	506	2318	0
37563	187	14861	28985	0
37564	106	11987	17391	0
37565	157	3441	20096	0
37566	162	1803	0	0
37567	176	13087	16231	0
37568	210	865	27632	0
37569	172	1694	16328	0
37570	121	4675	27632	0
37571	38	312	24347	0
37572	141	13853	19323	0
37573	9	11284	25217	0
37574	163	11087	24347	0
37575	212	13601	6956	0
37576	76	1906	13913	0
37577	69	6970	12173	0
37578	178	14772	10048	0
37579	7	6379	21739	0
37580	166	9175	4057	0
37581	89	10459	31884	0
37582	215	10092	10434	0
37583	25	14868	483	0
37584	192	1796	19710	0
37585	135	2639	39227	0
37586	23	3729	18937	0
37587	184	5119	2898	0
37588	62	13252	23188	0
37589	34	14222	23478	0
37590	42	8539	16908	0
37591	161	9205	19613	0
37592	137	4819	0	21256
37593	83	7276	7439	0
37594	27	13249	4057	0
37595	76	3625	18260	0
37596	210	10489	1159	0
37597	45	13988	9661	0
37598	202	10404	966	0
37599	81	6227	15458	0
37600	208	4417	18260	0
37601	205	8572	12367	0
37602	84	3186	7729	0
37603	216	13338	2318	0
37604	143	10958	18357	0
37605	194	8726	2318	0
37606	142	8527	1062	0
37607	165	11235	9275	0
37608	87	12024	2028	0
37609	20	2159	7246	0
37610	79	15501	0	9178
37611	143	6614	9565	0
37612	137	13043	16231	0
37613	65	1261	5217	0
37614	54	1894	14879	0
37615	161	2141	40579	0
37616	146	3359	26086	0
37617	172	15307	5797	0
37618	91	14147	16811	0
37619	137	12539	0	16231
37620	70	1207	4251	0
37621	78	8135	772	0
37622	31	7526	26666	0
37623	182	8945	1835	0
37624	29	14994	9661	0
37625	203	2811	0	18260
37626	13	5869	14879	0
37627	55	2780	0	12753
37628	1	4058	10434	0
37629	209	11106	13913	0
37630	214	12347	13913	0
37631	163	6681	4927	0
37632	180	778	0	3864
37633	23	6929	19613	0
37634	104	277	6956	0
37635	59	9477	27632	0
37636	181	7028	18840	0
37637	109	6425	0	3478
37638	37	6322	7246	0
37639	165	2221	27536	0
37640	50	1355	676	0
37641	23	4013	18840	0
37642	4	2812	36425	0
37643	110	4293	24444	0
37644	150	10955	676	0
37645	112	10820	11594	0
37646	22	5268	8115	0
37647	71	2375	18550	0
37648	203	7209	1835	0
37649	84	6189	0	2318
37650	135	15263	579	0
37651	89	2283	1062	0
37652	33	2294	869	0
37653	178	2299	4637	0
37654	85	12767	10434	0
37655	169	980	15942	0
37656	55	8123	24444	0
37657	145	7958	5797	0
37658	129	3852	26570	0
37659	19	783	11594	0
37660	73	3065	31400	0
37661	89	689	15652	0
37662	140	7474	4637	0
37663	163	1553	6956	0
37664	72	4015	25120	0
37665	197	8371	13526	0
37666	47	3939	9275	0
37667	77	1727	11207	0
37668	184	4924	17391	0
37669	31	13026	20869	0
37670	119	6967	20096	0
37671	75	13324	6956	0
37672	95	7207	10144	0
37673	18	7386	15652	0
37674	122	9095	18937	0
37675	141	8782	14492	0
37676	18	15017	1932	0
37677	193	8627	11594	0
37678	120	5943	23864	0
37679	26	14135	24154	0
37680	72	2608	18937	0
37681	14	13075	7729	0
37682	70	5529	5410	0
37683	148	12879	14009	0
37684	108	8019	7246	0
37685	144	7566	4637	0
37686	195	3486	23478	0
37687	155	11558	8695	0
37688	42	485	9275	0
37689	85	5993	289	0
37690	194	14799	16521	0
37691	7	7791	15458	0
37692	76	14855	1449	0
37693	86	1763	4830	0
37694	43	10185	1159	0
37695	86	4338	0	5410
37696	172	13123	22318	0
37697	49	15040	39227	0
37698	15	11152	0	5024
37699	16	11482	2028	0
37700	13	9015	2705	0
37701	10	11864	14492	0
37702	39	10562	19613	0
37703	100	13953	6956	0
37704	12	13667	24347	0
37705	212	1570	12173	0
37706	200	10265	23188	0
37707	195	4005	28695	0
37708	4	233	8695	0
37709	158	548	8115	0
37710	70	2730	19130	0
37711	133	4636	13043	0
37712	195	14420	3478	0
37713	60	7989	9661	0
37714	150	4570	1159	0
37715	182	3669	11014	0
37716	202	12359	18937	0
37717	69	14856	3864	0
37718	214	2690	9468	0
37719	177	7905	5797	0
37720	138	13928	0	4637
37721	208	11252	15942	0
37722	207	10310	15458	0
37723	134	599	0	2222
37724	148	14220	0	0
37725	56	8409	18550	0
37726	167	10176	1449	0
37727	18	3630	10144	0
37728	180	13266	0	24154
37729	174	7896	10628	0
37730	182	9473	11594	0
37731	101	11252	0	16425
37732	74	1526	3864	0
37733	123	12175	24154	0
37734	213	12122	2801	0
37735	140	8066	8502	0
37736	174	15225	10821	0
37737	145	8735	0	6376
37738	158	5631	5314	0
37739	125	5420	1062	0
37740	101	9944	16231	0
37741	4	13602	1449	0
37742	27	14486	2705	0
37743	21	13892	2415	0
37744	14	10399	21642	0
37745	195	7372	17584	0
37746	164	10715	16231	0
37747	67	10395	3285	0
37748	130	437	8695	0
37749	177	12455	6376	0
37750	192	12030	32463	0
37751	142	11639	3381	0
37752	87	4350	0	29758
37753	125	3844	4057	0
37754	106	3779	5603	0
37755	95	12052	6956	0
37756	216	12920	9275	0
37757	55	5401	1449	0
37758	24	6272	9468	0
37759	181	3449	40579	0
37760	118	10645	11111	0
37761	102	8165	3091	0
37762	97	7137	772	0
37763	42	13752	0	0
37764	91	4854	4057	0
37765	166	12398	2028	0
37766	47	8520	37681	0
37767	77	3461	1449	0
37768	81	6656	1159	0
37769	47	9861	3864	0
37770	205	5183	5024	0
37771	204	13993	2318	0
37772	117	1603	11594	0
37773	172	10270	0	10821
37774	118	7742	2898	0
37775	71	6022	8695	0
37776	3	7383	23188	0
37777	71	4005	3864	0
37778	73	3107	7729	0
37779	14	12851	16231	0
37780	118	8818	14202	0
37781	156	14971	7729	0
37782	210	5183	193	0
37783	185	3571	36231	0
37784	211	6285	772	0
37785	69	4788	12560	0
37786	164	9826	15072	0
37787	37	2842	8405	0
37788	166	5739	1062	0
37789	130	1586	0	20096
37790	132	5712	0	2898
37791	48	11513	6956	0
37792	95	14378	0	14492
37793	119	7817	3768	0
37794	212	3451	16328	0
37795	108	11414	20869	0
37796	84	10495	22608	0
37797	6	14085	27632	0
37798	73	14866	3381	0
37799	127	12915	20193	0
37800	104	15108	0	12560
37801	65	10111	7439	0
37802	162	6677	11497	0
37803	159	10639	28985	0
37804	202	15283	20869	0
37805	177	2784	3864	0
37806	163	4185	3671	0
37807	106	9962	10144	0
37808	23	11957	18840	0
37809	142	4414	31884	0
37810	6	3309	4057	0
37811	123	6712	1739	0
37812	152	3723	9275	0
37813	216	14337	5797	0
37814	166	15361	6376	0
37815	166	7993	28019	0
37816	103	7560	20289	0
37817	13	4388	6763	0
37818	53	6900	966	0
37819	177	4082	1062	0
37820	35	11578	1159	0
37821	198	13890	11207	0
37822	83	14030	0	12077
37823	170	5082	3478	0
37824	96	5893	10434	0
37825	145	5457	6086	0
37826	63	12493	28405	0
37827	116	11688	7246	0
37828	191	4767	21642	0
37829	60	10868	9468	0
37830	73	14547	15652	0
37831	121	12460	0	21256
37832	214	5696	0	3381
37833	65	6703	0	21739
37834	97	9235	0	2512
37835	176	13470	8695	0
37836	157	10786	3478	0
37837	97	10438	483	0
37838	208	1060	579	0
37839	183	7402	12753	0
37840	195	3002	2028	0
37841	126	5930	43478	0
37842	203	5812	13913	0
37843	13	7795	26376	0
37844	172	169	17391	0
37845	153	13950	10628	0
37846	55	6396	966	0
37847	64	1830	0	3768
37848	79	2840	6763	0
37849	182	11662	25120	0
37850	49	3127	2608	0
37851	157	8557	11594	0
37852	140	3114	1932	0
37853	214	13177	17584	0
37854	115	14744	579	0
37855	148	14971	4251	0
37856	20	9259	9468	0
37857	6	956	8115	0
37858	82	6201	24154	0
37859	113	7376	4637	0
37860	75	5372	7536	0
37861	38	4684	13333	0
37862	74	11710	20289	0
37863	141	9426	9178	0
37864	20	15131	1159	0
37865	34	11128	2705	0
37866	126	2955	10434	0
37867	172	11265	27536	0
37868	2	13458	0	10821
37869	64	5256	26376	0
37870	103	9957	869	0
37871	1	8707	26376	0
37872	177	12360	14685	0
37873	58	15486	17391	0
37874	85	7008	13140	0
37875	54	6752	4444	0
37876	18	14844	15458	0
37877	43	4961	8115	0
37878	203	14271	579	0
37879	118	14812	2898	0
37880	24	6529	13333	0
37881	116	11263	3864	0
37882	161	5278	30144	0
37883	198	1830	8695	0
37884	66	7517	10821	0
37885	87	3381	7536	0
37886	199	1827	20289	0
37887	146	12072	40579	0
37888	170	3282	33333	0
37889	198	11118	7536	0
37890	92	12040	2415	0
37891	111	1328	11594	0
37892	52	12426	14009	0
37893	32	872	10048	0
37894	147	7259	5507	0
37895	183	14698	0	5410
37896	185	9457	17584	0
37897	166	1072	15942	0
37898	150	6243	9661	0
37899	118	272	3478	0
37900	5	383	25120	0
37901	150	3931	14492	0
37902	48	11873	8695	0
37903	3	330	21642	0
37904	163	9608	23478	0
37905	63	977	16231	0
37906	171	5746	966	0
37907	27	570	9661	0
37908	51	12644	26376	0
37909	65	10722	10628	0
37910	74	7495	24347	0
37911	151	14942	18840	0
37912	133	15433	24154	0
37913	79	6273	13526	0
37914	49	10237	869	0
37915	206	15548	21256	0
37916	113	6938	31400	0
37917	206	11173	0	23188
37918	191	9409	0	7729
37919	24	10370	1449	0
37920	181	8728	0	37681
37921	169	10228	0	3381
37922	70	15327	3091	0
37923	2	8205	19130	0
37924	54	9687	5024	0
37925	26	13696	25120	0
37926	147	15011	0	0
37927	27	9644	2512	0
37928	10	9534	0	20869
37929	84	6980	13526	0
37930	147	5329	18937	0
37931	57	12631	11594	0
37932	122	6442	13526	0
37933	76	5186	8695	0
37934	199	8266	0	4347
37935	79	12819	12077	0
37936	56	10578	0	0
37937	143	11405	289	0
37938	140	11291	17391	0
37939	158	14156	0	17584
37940	147	8656	30144	0
37941	9	13453	37681	0
37942	182	14477	23188	0
37943	43	8212	0	11594
37944	83	12961	0	31111
37945	138	10232	3285	0
37946	87	13929	20869	0
37947	126	15112	1932	0
37948	48	6809	20000	0
37949	95	13540	21642	0
37950	187	4995	20289	0
37951	89	1849	0	966
37952	118	12849	0	0
37953	22	10193	13043	0
37954	88	14948	2898	0
37955	156	7384	13043	0
